ID	adj.P.Val	P.Value	t	B	logFC	miRNA_ID	SPOT_ID	SPOT_ID.1
A_25_P00015358	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1911-3p		
A_25_P00015359	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-675-3p		
A_25_P00015365	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1976		
A_25_P00015367	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-365b-5p		
A_25_P00015371	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2052		
A_25_P00015375	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-449b-3p		
A_25_P00015378	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-103a-2-5p		
A_25_P00015380	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2110		
A_25_P00015384	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-196b-3p		
A_25_P00015386	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-let-7e-3p		
A_25_P00015388	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2053		
A_25_P00015390	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2113		
A_25_P00015400	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1972		
A_25_P00015402	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-224-3p		
A_25_P00015430	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2114-3p		
A_25_P00015436	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-449c-5p		
A_25_P00015438	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2116-5p		
A_25_P00015440	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-764		
A_25_P00015446	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548q		
A_25_P00015448	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2276-3p		
A_25_P00015452	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2115-3p		
A_25_P00015454	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2117		
A_25_P00015456	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-711		
A_25_P00015458	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2114-5p		
A_25_P00015460	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2277-3p		
A_25_P00015465	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2116-3p		
A_25_P00015467	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-759		
A_25_P00015469	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2115-5p		
A_25_P00015471	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-761		
A_25_P00015481	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3184-5p		
A_25_P00015483	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548s		
A_25_P00015485	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3129-5p		
A_25_P00015487	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4317		
A_25_P00015489	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4283		
A_25_P00015491	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4275		
A_25_P00015493	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4287		
A_25_P00015495	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3153		
A_25_P00015497	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3139		
A_25_P00015501	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3199		
A_25_P00015503	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4308		
A_25_P00015505	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3122		
A_25_P00015507	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-323b-3p		
A_25_P00015511	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3186-5p		
A_25_P00015513	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4295		
A_25_P00015515	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3131		
A_25_P00015517	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3134		
A_25_P00015519	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4328		
A_25_P00015521	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4264		
A_25_P00015523	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3136-5p		
A_25_P00015530	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3167		
A_25_P00015534	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3115		
A_25_P00015536	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-500b-5p		
A_25_P00015538	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3137		
A_25_P00015540	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4253		
A_25_P00015542	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3151-5p		
A_25_P00015544	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4256		
A_25_P00015546	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3175		
A_25_P00015548	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3177-3p		
A_25_P00015550	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3179		
A_25_P00015552	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3140-3p		
A_25_P00015554	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3138		
A_25_P00015556	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3193		
A_25_P00015558	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1273d		
A_25_P00015560	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3170		
A_25_P00015562	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3118		
A_25_P00015564	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3157-5p		
A_25_P00015566	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4318		
A_25_P00015570	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4320		
A_25_P00015572	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548w		
A_25_P00015574	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3116		
A_25_P00015576	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3155a		
A_25_P00015580	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3161		
A_25_P00015582	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3128		
A_25_P00015584	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4285		
A_25_P00015594	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-466		
A_25_P00015596	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3202		
A_25_P00015598	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3133		
A_25_P00015599	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3201		
A_25_P00015601	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548t-5p		
A_25_P00015603	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3186-3p		
A_25_P00015605	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4278		
A_25_P00015607	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3145-3p		
A_25_P00015614	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4268		
A_25_P00015616	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4316		
A_25_P00015618	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3135a		
A_25_P00015620	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3200-3p		
A_25_P00015622	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3194-5p		
A_25_P00015624	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4274		
A_25_P00015626	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4262		
A_25_P00015628	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3150a-3p		
A_25_P00015630	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2909		
A_25_P00015632	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4292		
A_25_P00015634	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4258		
A_25_P00015636	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-378c		
A_25_P00015640	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3146		
A_25_P00015642	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4265		
A_25_P00015646	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4322		
A_25_P00015652	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4294		
A_25_P00015654	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3185		
A_25_P00015658	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3187-3p		
A_25_P00015660	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3181		
A_25_P00015662	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3176		
A_25_P00015667	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3143		
A_25_P00015669	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3180-5p		
A_25_P00015671	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3178		
A_25_P00015673	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548u		
A_25_P00015675	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4321		
A_25_P00015677	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3164		
A_25_P00015679	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3197		
A_25_P00015681	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3074-3p		
A_25_P00015685	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3144-5p		
A_25_P00015687	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3169		
A_25_P00015689	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4257		
A_25_P00015691	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3065-3p		
A_25_P00015695	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4302		
A_25_P00015701	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3117-3p		
A_25_P00015703	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4273		
A_25_P00015705	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4314		
A_25_P00015707	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4303		
A_25_P00015709	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3191-3p		
A_25_P00015711	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4293		
A_25_P00015716	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4305		
A_25_P00015718	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4279		
A_25_P00015720	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4300		
A_25_P00015723	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1273c		
A_25_P00015725	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3182		
A_25_P00015735	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3171		
A_25_P00015736	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3123		
A_25_P00015738	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4330		
A_25_P00015740	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4276		
A_25_P00015742	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1193		
A_25_P00015744	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4269		
A_25_P00015746	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3119		
A_25_P00015750	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4299		
A_25_P00015753	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4280		
A_25_P00015755	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4307		
A_25_P00015757	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4288		
A_25_P00015760	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4263		
A_25_P00015762	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4266		
A_25_P00015764	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3180-3p		
A_25_P00015766	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3174		
A_25_P00015768	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3130-5p		
A_25_P00015770	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4310		
A_25_P00015772	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4313		
A_25_P00015776	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4315		
A_25_P00015778	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3158-3p		
A_25_P00015780	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3168		
A_25_P00015782	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4326		
A_25_P00015785	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3163		
A_25_P00015787	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4267		
A_25_P00015789	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4329		
A_25_P00015791	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3159		
A_25_P00015793	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4319		
A_25_P00015795	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4277		
A_25_P00015797	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3144-3p		
A_25_P00015803	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3166		
A_25_P00015805	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4301		
A_25_P00015809	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4325		
A_25_P00015811	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-514b-3p		
A_25_P00015813	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3065-5p		
A_25_P00015815	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4255		
A_25_P00015817	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3183		
A_25_P00015821	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3132		
A_25_P00015823	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4259		
A_25_P00015826	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4282		
A_25_P00015828	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3198		
A_25_P00015830	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3125		
A_25_P00015832	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3190-3p		
A_25_P00015834	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3142		
A_25_P00015838	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3154		
A_25_P00015840	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3126-3p		
A_25_P00015845	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4296		
A_25_P00015847	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3165		
A_25_P00015849	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4289		
A_25_P00015851	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4304		
A_25_P00015853	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3120-3p		
A_25_P00015855	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3126-5p		
A_25_P00015857	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4309		
A_25_P00015859	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3173-3p		
A_25_P00015861	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4260		
A_25_P00015863	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3160-3p		
A_25_P00015865	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4312		
A_25_P00015869	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548v		
A_25_P00015871	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4252		
A_25_P00015873	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3121-3p		
A_25_P00015875	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3156-5p		
A_25_P00015878	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4324		
A_25_P00015880	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3130-3p		
A_25_P00015882	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-544b		
A_25_P00015884	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3152-3p		
A_25_P00015886	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3192-5p		
A_25_P00015888	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-378b		
A_25_P00015890	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4251		
A_25_P00015892	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2355-5p		
A_25_P00015988	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3614-3p		
A_25_P00015990	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3908		
A_25_P00015992	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3667-3p		
A_25_P00015994	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3922-3p		
A_25_P00015998	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-676-3p		
A_25_P00016000	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3672		
A_25_P00016002	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3684		
A_25_P00016004	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3940-3p		
A_25_P00016006	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3915		
A_25_P00016008	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3657		
A_25_P00016010	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3606-5p		
A_25_P00016012	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3921		
A_25_P00016014	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3622a-3p		
A_25_P00016016	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3714		
A_25_P00016018	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3616-5p		
A_25_P00016020	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3912-3p		
A_25_P00016026	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3713		
A_25_P00016031	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3200-5p		
A_25_P00016033	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3687		
A_25_P00016035	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3664-5p		
A_25_P00016037	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3919		
A_25_P00016039	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3607-5p		
A_25_P00016041	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3914		
A_25_P00016043	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3692-3p		
A_25_P00016045	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3913-5p		
A_25_P00016047	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3909		
A_25_P00016050	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3688-3p		
A_25_P00016052	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3655		
A_25_P00016054	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-374c-5p		
A_25_P00016056	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3925-5p		
A_25_P00016060	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3924		
A_25_P00016062	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3681-3p		
A_25_P00016064	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3918		
A_25_P00016067	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3685		
A_25_P00016069	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3929		
A_25_P00016071	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3945		
A_25_P00016073	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2355-3p		
A_25_P00016075	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3658		
A_25_P00016080	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3927-3p		
A_25_P00016082	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3942-5p		
A_25_P00016084	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3668		
A_25_P00016086	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3678-5p		
A_25_P00016088	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3609		
A_25_P00016090	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3661		
A_25_P00016092	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3622b-3p		
A_25_P00016094	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3692-5p		
A_25_P00016096	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-550b-3p		
A_25_P00016103	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3150b-3p		
A_25_P00016107	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3917		
A_25_P00016109	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3617-5p		
A_25_P00016114	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3923		
A_25_P00016118	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3663-5p		
A_25_P00016120	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3944-3p		
A_25_P00016122	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3938		
A_25_P00016124	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3678-3p		
A_25_P00016126	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3680-3p		
A_25_P00016128	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3621		
A_25_P00016130	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3943		
A_25_P00016138	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3605-3p		
A_25_P00016140	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3622a-5p		
A_25_P00016142	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3180		
A_25_P00016145	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3916		
A_25_P00016147	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3934-5p		
A_25_P00016149	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3620-3p		
A_25_P00016151	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3649		
A_25_P00016153	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3653-3p		
A_25_P00016155	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3690		
A_25_P00016157	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3675-5p		
A_25_P00016159	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3613-5p		
A_25_P00016161	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3613-3p		
A_25_P00016163	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3939		
A_25_P00016165	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2277-5p		
A_25_P00016167	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3615		
